id,action,action_classification,action_level,action_summary,authorities_link,country,create_date,data_notes,date,date_initiated_by_firm,date_posted,date_terminated,date_updated,determined_cause,documents,icij_notes,number,reason,source,status,target_audience,type,uid,uid_hash,url,slug,device_id,created_at,updated_at
35,,,,Recall,https://www.titck.gov.tr/,TUR,,,8/9/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/741   &   2955842-07/14/16-010-R,7eef06e9,https://web.archive.org/web/20170817085305/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016_741_sgb.pdf,tur-endoscopic-suction-tube,34,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
36,,,,Recall,https://www.titck.gov.tr/,TUR,,,1/28/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/91   &   FSCA-15048,37360495,https://web.archive.org/web/20170817131519/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-91%20SGB.pdf,tur-ichem-velocity-automated-urine-chemistry-system,35,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
37,,,,Recall,https://www.titck.gov.tr/,TUR,,,5/26/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/486   &   Ethıcon physıomesh- Gönüllü Ürün Geri Toplaması,ab2d191d,https://web.archive.org/web/20170818091739/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-486%20SGB.pdf,tur-ethicon-physiomesh-flexible-composite-mesh,36,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
38,,,,Recall,https://www.titck.gov.tr/,TUR,,,2/23/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/162   &   CAP-06-0062,3fcd04d4,https://web.archive.org/web/20170817153003/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-162-SGB.pdf,tur-skintact-ecg-electrode-df31l,37,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
39,,,,Recall,https://www.titck.gov.tr/,TUR,,,8/15/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/770   &   FSCA_HV 2016-002,60ca063f,https://web.archive.org/web/20170815224606/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-770-SGB.pdf,tur-perceval-sutureless-heart-valve,38,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
40,,,,Recall,https://www.titck.gov.tr/,TUR,,,10/31/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/1003   &   16-002,2c5703c9,https://web.archive.org/web/20170817123506/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-1003-sgb.pdf,tur-sonnet-mini-battery-slot-cable,39,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
41,,,,Recall,https://www.titck.gov.tr/,TUR,,,3/23/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/279   &   FA2016-10,3655045f,https://web.archive.org/web/20170817063516/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016_279_sgb.pdf,tur-arctic-gel-pad,40,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
42,,,,Recall,https://www.titck.gov.tr/,TUR,,,7/17/2017,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2017/728   &   FA779,262603af,https://web.archive.org/web/20171208225323/http://www.titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2017-728-SGB.pdf,tur-euphora-quick-change-balloon-dilation-catheters,41,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
43,,,,Recall,https://www.titck.gov.tr/,TUR,,,3/20/2017,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2017/341   &   FA761,25a1039d,https://web.archive.org/web/20171208230006/http://www.titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/SGB-2017-341.pdf,tur-dbs-lead-kit-for-deep-brain-stimulation,42,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
44,,,,Recall,https://www.titck.gov.tr/,TUR,,,6/17/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/582   &   FA721,25eb039f,https://web.archive.org/web/20170818063325/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-582%20SGB.pdf,tur-temporary-transvenous-pacing-lead,43,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
45,,,,Recall,https://www.titck.gov.tr/,TUR,,,7/25/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/717   &   Metalline_6-2016,6f3807a4,https://web.archive.org/web/20170815221308/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-717-SGB.pdf,tur-metalline-wound-dressings,44,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
46,,,,Recall,https://www.titck.gov.tr/,TUR,,,7/25/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/704   &   FA696,25c303a6,https://web.archive.org/web/20170815182026/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-704%20SGB.pdf,tur-synchromed-implantable-infusion-pump,45,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
47,,,,Recall,https://www.titck.gov.tr/,TUR,,,3/2/2017,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2017/266   &   FA758,25f403a9,https://web.archive.org/web/20171014002232/http://www.titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2017-266-SGB.pdf,tur-endurant-endurant-ii-forked-stent-graft-systems,46,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
48,,,,Recall,https://www.titck.gov.tr/,TUR,,,6/28/2017,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2017/726   &   FA778,260b03ac,https://web.archive.org/web/20171208225319/http://www.titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2017-726-SGB.pdf,tur-dlp-20-inch-extension-line-adapters,47,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
49,,,,Recall,https://www.titck.gov.tr/,TUR,,,10/11/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/928   &   FA740,262403a4,https://web.archive.org/web/20170817155617/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016_%20928%20SGB.pdf,tur-pipeline-embolization-device-alligator-retrieval-device-xcelerator-hydrophilic-guide-wire,48,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
50,,,,Recall,https://www.titck.gov.tr/,TUR,,,7/1/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/641   &   NA,1b880309,https://web.archive.org/web/20170818074943/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-641%20sgb.pdf,tur-phil-non-adhesive-fluid-system,49,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
51,,,,Recall,https://www.titck.gov.tr/,TUR,,,8/12/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/777   &   R-HHE 132,37a6048e,https://web.archive.org/web/20170817091905/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-777%20SGB.pdf,tur-large-qwix-position-screws,50,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
52,,,,Recall,https://www.titck.gov.tr/,TUR,,,5/4/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/426   &   001-2016 ; V26989,5d6c05e5,https://web.archive.org/web/20170817063909/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016_426%20SGDF.pdf,tur-capnostream-20-and-capnostream-20p-patient-monitor-battery-kit,51,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
53,,,,Recall,https://www.titck.gov.tr/,TUR,,,11/4/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/1024   &   FA745,297703cd,https://web.archive.org/web/20170817145458/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-1024-SGB.pdf,tur-oscor-adelante-breezeway,52,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
54,,,,Software Update,https://www.titck.gov.tr/,TUR,,,1/12/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/23   &   FSCA 86201683-86201684,7ca006f3,https://web.archive.org/web/20170817113239/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-23-SGB.pdf,tur-intellivue-information-center-piic-ix,53,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
55,,,,Recall,https://www.titck.gov.tr/,TUR,,,7/25/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/709   &   FSCA 72200371,4b770552,http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-709-SGB.pdf,tur-allura-xper-fd-and-uniq-x-ray-machines,54,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
56,,,,Recall,https://www.titck.gov.tr/,TUR,,,10/5/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/902   &   Fan 915-355,424b0518,https://web.archive.org/web/20170817133840/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-902%20sgb.pdf,tur-abl-80-sc80-100-30-full-lac-sc80-25-30-full-lac-sc80-200-30-full-lac-sc80-300-15-full,55,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
57,,,,Recall,https://www.titck.gov.tr/,TUR,,,4/5/2017,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2017/499   &   UK RAS KD #17,4dac0586,https://web.archive.org/web/20171208225257/http://www.titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2017-499%20sgb.pdf,tur-shandon-rapid-chrome-kwik-diff,56,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
58,,,,Recall,https://www.titck.gov.tr/,TUR,,,2/1/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/101   &   ACET-506-2016-01-02,6e130669,https://web.archive.org/web/20170817154044/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-101%20SGB.pdf,tur-sekisui-diagnostics-acetaminophen-l3k,57,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
59,,,,Recall,https://www.titck.gov.tr/,TUR,,,9/8/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/824   &   FD0330 A,31c1042e,https://web.archive.org/web/20170817080556/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-824%20SGB.pdf,tur-via-microcatheter,58,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
60,,,,Recall,https://www.titck.gov.tr/,TUR,,,1/21/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/39 & MDx 15-005,2a75041c,https://web.archive.org/web/20170817153424/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-39%20SGB.pdf,tur-versant-deep-well-plate,59,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
61,,,,Recall,https://www.titck.gov.tr/,TUR,,,10/19/2015,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2015/974   &   CHC 15-16,36a6046a,https://web.archive.org/web/20170817035611/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2015-974%20sgb.pdf,tur-advia-chemistry-alkaline-phosphatase-amp-m-reagent,60,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
62,,,,Recall,https://www.titck.gov.tr/,TUR,,,10/19/2015,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2015/972   &   CHC 15-19,3687046b,https://web.archive.org/web/20170817064233/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2015-972%20SGB.pdf,tur-advia-chemistry-systems-hemoglobin-a1c_3-reagent,61,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
63,,,,Recall,https://www.titck.gov.tr/,TUR,,,2/9/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/249   &   DC 16-01,3159041a,https://web.archive.org/web/20170817133855/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-249%20SGB.pdf,tur-dimension-sirolimus-flex-reagent-cartridge,62,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
64,,,,Recall,https://www.titck.gov.tr/,TUR,,,3/23/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/276   &   CHC 16-03,36570463,https://web.archive.org/web/20170817160357/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-276%20SGB.pdf,tur-triglyceride_2-reagent-concentrate,63,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
65,,,,Recall,https://www.titck.gov.tr/,TUR,,,8/29/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/811   &   PP-16-003_1,405004fd,https://web.archive.org/web/20170817085713/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-811%20sgb.pdf,tur-n-latex-asl,64,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
66,,,,Recall,https://www.titck.gov.tr/,TUR,,,11/14/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/1044   &   LAI 17-01,3aeb0494,https://web.archive.org/web/20170817155246/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-1044%20SGB.pdf,tur-aptio-automation-system,65,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
67,,,,Recall,https://www.titck.gov.tr/,TUR,,,11/8/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/1027   &   LAI 16-03,3af80496,https://web.archive.org/web/20170817134442/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-1027-SGB.pdf,tur-aptio-automation-system-3af80496,65,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
68,,,,Recall,https://www.titck.gov.tr/,TUR,,,11/8/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/1027   &   LAI 16-03,3af80496,https://web.archive.org/web/20170817134442/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-1027-SGB.pdf,tur-aptio-automation-system-fec74c78-d384-49b0-bac9-da39fc7a96e8,65,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
